# source	meet_id	div_id	n	c_pct	iqr_pct	z	fan	fan_ratio	already
tfrrs	4666	0	27	-15.19	8.84	-5.2	FAN	1.89	
anet	227762	927235	42	-13.99	6.46	-5.2	-	1.38	
tfrrs	26416	0	42	-13.96	6.34	-5.2	-	1.36	
tfrrs	10647	3	51	-13.56	4.42	-5.2	-	0.95	
tfrrs	13260	1	21	-13.54	2.74	-5.2	-	0.59	
anet	141509	591612	107	+16.71	12.72	+5.2	FAN	2.72	
anet	48075	205092	21	-15.30	8.05	-5.2	-	1.72	
anet	208187	872432	37	+15.51	2.64	+5.2	-	0.57	
anet	225916	902679	62	+15.73	5.14	+5.2	-	1.10	
tfrrs	8368	0	18	+15.90	3.34	+5.2	-	0.72	
anet	201889	812019	64	+19.25	17.05	+5.2	FAN	3.65	
tfrrs	13624	5	15	-15.29	6.80	-5.2	-	1.46	
anet	48353	206249	51	-13.46	3.58	-5.2	-	0.77	
anet	75050	300780	45	+15.77	4.65	+5.2	-	1.00	
tfrrs	22308	3	56	-13.59	4.90	-5.2	-	1.05	
tfrrs	19731	2	74	-13.39	3.24	-5.2	-	0.70	
anet	189672	767609	16	-13.58	2.62	-5.2	-	0.56	
tfrrs	23376	0	83	-13.48	4.88	-5.2	-	1.05	
anet	168012	695081	21	+15.65	2.74	+5.2	-	0.59	
anet	4164	20230	17	-13.48	2.19	-5.2	-	0.47	
anet	209716	839648	133	-13.46	5.82	-5.2	-	1.25	
tfrrs	19828	0	112	-13.85	9.67	-5.2	FAN	2.07	
anet	211291	844418	70	-15.57	15.82	-5.2	FAN	3.39	
anet	124852	502498	22	-13.63	3.34	-5.2	-	0.71	
anet	135680	556790	69	+16.31	8.68	+5.2	FAN	1.86	
anet	49278	237801	20	-20.51	16.66	-5.2	FAN	3.57	
tfrrs	13856	4	15	-13.46	2.03	-5.2	-	0.44	
anet	104614	411186	98	-13.76	8.30	-5.2	-	1.78	
anet	265002	1052134	32	+17.27	8.37	+5.2	-	1.79	
anet	126523	511748	59	-14.91	12.14	-5.2	FAN	2.60	
anet	53935	229948	46	-13.50	3.89	-5.2	-	0.83	
anet	106032	423812	93	-13.60	6.68	-5.2	-	1.43	
anet	72852	296832	24	+15.80	3.60	+5.2	-	0.77	
anet	140621	589422	50	+15.66	4.44	+5.2	-	0.95	
anet	48088	205150	17	-14.30	5.09	-5.2	-	1.09	
anet	161719	669100	30	-13.70	4.36	-5.1	-	0.93	
anet	242101	998183	28	+16.80	6.84	+5.1	-	1.46	
anet	117020	468909	63	-13.48	4.43	-5.1	-	0.95	
tfrrs	25397	5	23	-14.55	6.65	-5.1	-	1.43	
anet	136883	563766	17	-16.57	9.59	-5.1	FAN	2.05	
anet	28418	123694	27	+16.20	5.20	+5.1	-	1.11	
anet	263928	1049108	34	+15.98	5.06	+5.1	-	1.08	
anet	145898	611413	56	-13.41	3.55	-5.1	-	0.76	
anet	159147	661146	23	+18.33	8.94	+5.1	FAN	1.91	
anet	57206	271061	13	-14.64	5.19	-5.1	-	1.11	
anet	200379	803823	37	+18.71	12.10	+5.1	FAN	2.59	
tfrrs	20181	1	16	-13.76	3.44	-5.1	-	0.74	
anet	46528	198797	34	+16.45	6.61	+5.1	-	1.42	
anet	242734	967516	113	+15.76	7.76	+5.1	-	1.66	
anet	197667	791918	13	+17.73	6.01	+5.1	-	1.29	
anet	147607	616105	35	+15.93	5.01	+5.1	-	1.07	
anet	83521	340231	64	-13.40	3.79	-5.1	-	0.81	
anet	241450	963639	32	-13.69	4.56	-5.1	-	0.98	
anet	151967	630427	74	+15.58	5.08	+5.1	-	1.09	
anet	225765	915337	48	+15.63	4.38	+5.1	-	0.94	
tfrrs	13450	2	62	-13.42	4.06	-5.1	-	0.87	
anet	104614	411185	46	-13.85	6.42	-5.1	-	1.38	
tfrrs	18079	2	54	-14.17	8.62	-5.1	FAN	1.85	
anet	138033	570242	24	-14.86	7.71	-5.1	-	1.65	
anet	17592	78675	15	-17.72	10.76	-5.1	FAN	2.31	
anet	493	2423	24	-13.72	4.15	-5.1	-	0.89	
anet	236794	946881	27	-13.90	5.16	-5.1	-	1.11	
anet	268735	1068623	48	+16.00	6.34	+5.1	-	1.36	
anet	103482	409428	30	-15.02	9.09	-5.1	FAN	1.95	
anet	84501	339045	78	-13.81	8.17	-5.1	-	1.75	
tfrrs	22350	0	100	-13.32	3.80	-5.1	-	0.81	
anet	91950	362799	31	-13.41	2.98	-5.1	-	0.64	
anet	120104	482399	35	+17.81	10.13	+5.1	FAN	2.17	
anet	272365	1085820	45	-13.34	2.90	-5.1	-	0.62	
anet	241520	968259	25	+16.41	5.71	+5.1	-	1.22	
anet	122067	490577	18	-20.69	16.18	-5.1	FAN	3.47	
anet	137941	569705	88	-14.00	10.12	-5.1	FAN	2.17	
anet	158158	696482	155	+15.84	10.26	+5.1	FAN	2.20	
anet	20198	89987	75	+15.53	5.06	+5.1	-	1.08	
anet	235491	941873	103	+15.64	6.92	+5.1	-	1.48	
anet	239775	957716	12	-14.46	4.74	-5.1	-	1.02	
anet	100458	394691	33	+16.69	7.33	+5.1	-	1.57	
anet	233451	932595	37	+15.62	4.05	+5.1	-	0.87	
anet	22566	99485	41	+16.54	7.75	+5.1	-	1.66	
anet	157726	685204	57	+15.80	6.03	+5.1	-	1.29	
anet	253958	1021677	27	-13.96	5.47	-5.1	-	1.17	
anet	35009	151794	49	+15.61	4.62	+5.1	-	0.99	
anet	191920	775116	20	+17.96	7.92	+5.1	-	1.70	
tfrrs	8831	11	65	-13.36	3.86	-5.1	-	0.83	
tfrrs	7532	2	28	-14.48	7.33	-5.1	-	1.57	
anet	244703	974293	34	+16.50	6.98	+5.1	-	1.49	
anet	210282	841454	77	+16.53	10.63	+5.1	FAN	2.28	
anet	90109	355646	16	+16.48	4.75	+5.1	-	1.02	
anet	161205	667704	27	-15.08	8.85	-5.1	FAN	1.90	
anet	51353	218800	19	-15.44	8.18	-5.1	-	1.75	
tfrrs	25578	1	33	-18.22	17.12	-5.1	FAN	3.67	
tfrrs	16292	13	66	-13.26	2.83	-5.1	-	0.61	
tfrrs	26167	1	61	-13.46	4.91	-5.1	-	1.05	
anet	113222	449706	37	-13.94	6.42	-5.1	-	1.37	
anet	162217	671889	46	-13.79	6.39	-5.1	-	1.37	
tfrrs	23529	1	212	-13.32	6.56	-5.1	-	1.40	
anet	224744	898044	20	-13.61	3.55	-5.1	-	0.76	
anet	209403	838558	62	-14.00	8.69	-5.1	FAN	1.86	
anet	150358	623746	44	+16.24	7.16	+5.1	-	1.53	
anet	108902	430678	30	+18.22	10.26	+5.1	FAN	2.20	
anet	247931	984071	63	-13.96	8.55	-5.1	FAN	1.83	
anet	61196	262252	28	-13.94	5.61	-5.1	-	1.20	
anet	229552	915179	21	+17.00	6.56	+5.1	-	1.41	
anet	242895	997888	43	+16.48	7.93	+5.1	-	1.70	
anet	83288	327237	32	+15.71	4.42	+5.1	-	0.95	
anet	118575	502740	70	+15.70	6.52	+5.1	-	1.40	
anet	46153	197121	21	-13.46	3.07	-5.1	-	0.66	
anet	11023	50760	13	+16.32	4.10	+5.1	-	0.88	
tfrrs	22651	3	78	-13.52	6.48	-5.1	-	1.39	
anet	139416	578521	96	-13.47	6.66	-5.1	-	1.43	
anet	156432	652099	120	-13.28	4.66	-5.1	-	1.00	
tfrrs	25930	10	25	-15.73	10.16	-5.1	FAN	2.18	
tfrrs	25891	1	68	-13.92	8.81	-5.1	FAN	1.89	
anet	96523	384530	13	-13.38	2.13	-5.1	-	0.46	
tfrrs	26557	0	59	-17.26	20.35	-5.1	FAN	4.36	
tfrrs	20129	1	83	-13.44	6.03	-5.1	-	1.29	
tfrrs	23461	0	160	-13.40	7.84	-5.1	-	1.68	
anet	242648	967201	39	-14.05	7.27	-5.1	-	1.56	
tfrrs	22801	0	34	-13.35	3.26	-5.1	-	0.70	
anet	149243	620161	228	-13.36	8.56	-5.1	FAN	1.83	
anet	122874	493875	18	-17.69	11.93	-5.1	FAN	2.55	
anet	208491	835478	53	+16.89	10.24	+5.1	FAN	2.19	
anet	56854	249216	19	-14.60	6.50	-5.1	-	1.39	
anet	191464	773595	65	-13.33	4.28	-5.1	-	0.92	
anet	35009	151793	55	+15.66	5.68	+5.1	-	1.22	
anet	39970	171451	19	+17.18	6.65	+5.1	-	1.42	
tfrrs	10400	6	70	-13.33	4.52	-5.1	-	0.97	
anet	234457	937615	67	+16.17	8.83	+5.1	FAN	1.89	
tfrrs	19442	2	212	-13.47	10.18	-5.1	FAN	2.18	
anet	219144	877316	14	+22.32	11.29	+5.1	FAN	2.42	
anet	108557	447873	15	+15.60	2.85	+5.1	-	0.61	
anet	154731	645081	24	-13.49	3.62	-5.1	-	0.78	
anet	105496	415660	99	-14.53	14.59	-5.1	FAN	3.12	
tfrrs	20512	0	30	-13.96	6.14	-5.1	-	1.31	
anet	139486	578873	25	-16.17	11.18	-5.1	FAN	2.39	
anet	144490	606660	248	-13.21	6.23	-5.1	-	1.33	
anet	197123	790083	50	+16.31	8.24	+5.1	-	1.77	
anet	186055	756120	15	+17.35	6.22	+5.1	-	1.33	
anet	40143	172142	40	-14.43	8.97	-5.1	FAN	1.92	
anet	10008	46485	14	+15.63	2.92	+5.1	-	0.63	
anet	135851	561912	24	-13.70	4.58	-5.1	-	0.98	
anet	112191	458873	28	-14.27	7.01	-5.1	-	1.50	
anet	200826	806029	33	+15.63	4.49	+5.1	-	0.96	
anet	214740	856689	23	-18.31	14.65	-5.1	FAN	3.14	
anet	403	2014	86	-13.23	4.13	-5.1	-	0.88	
anet	232530	928106	18	-13.86	4.49	-5.1	-	0.96	
anet	94569	374260	34	+19.49	13.41	+5.1	FAN	2.87	
anet	241982	965307	50	-13.27	3.60	-5.1	-	0.77	
anet	225765	915335	62	+15.67	6.39	+5.1	-	1.37	
tfrrs	13530	2	57	-13.54	6.07	-5.1	-	1.30	
tfrrs	25976	0	38	-13.87	6.60	-5.1	-	1.41	
anet	226408	903900	15	-14.86	6.39	-5.1	-	1.37	
anet	85042	334647	33	+16.29	6.70	+5.1	-	1.43	
anet	180968	739686	24	-17.07	12.74	-5.1	FAN	2.73	
anet	96664	388942	17	-14.93	6.95	-5.1	-	1.49	
anet	154821	645479	18	+17.96	7.77	+5.1	-	1.66	
anet	189819	768149	13	-14.50	5.27	-5.1	-	1.13	
tfrrs	16292	5	129	-13.15	3.43	-5.1	-	0.73	
anet	53392	229671	112	-13.30	5.87	-5.1	-	1.26	
anet	90397	356908	106	-13.21	4.51	-5.1	-	0.97	
anet	148525	618445	124	-13.30	6.36	-5.1	-	1.36	
tfrrs	3724	0	35	-13.21	2.63	-5.1	-	0.56	
anet	205781	825223	55	-14.01	8.77	-5.1	FAN	1.88	
anet	150457	627278	16	+19.25	8.96	+5.1	FAN	1.92	
anet	114818	457732	40	-13.94	7.18	-5.1	-	1.54	
anet	205353	823473	97	+15.43	6.45	+5.1	-	1.38	
tfrrs	10404	1	95	-13.32	5.87	-5.1	-	1.26	
tfrrs	10896	0	42	-13.31	3.81	-5.1	-	0.82	
anet	244469	973415	61	-13.88	8.58	-5.1	FAN	1.84	
tfrrs	19336	3	83	-13.36	5.96	-5.1	-	1.28	
anet	12920	76520	12	+15.54	2.61	+5.1	-	0.56	
anet	247641	982672	12	-15.74	7.20	-5.1	-	1.54	
anet	115944	463497	120	-13.31	6.55	-5.1	-	1.40	
tfrrs	21698	1	39	-14.35	8.74	-5.1	FAN	1.87	
tfrrs	15941	0	68	-13.37	5.54	-5.1	-	1.19	
anet	251546	1002097	12	-15.91	7.45	-5.1	-	1.60	
tfrrs	23529	3	191	-13.21	6.58	-5.1	-	1.41	
anet	247633	982605	108	-13.28	5.92	-5.1	-	1.27	
anet	138962	589500	37	-13.53	5.09	-5.1	-	1.09	
anet	158995	661038	26	+18.93	11.01	+5.1	FAN	2.36	
tfrrs	24109	0	43	-13.88	7.28	-5.1	-	1.56	
anet	9996	46430	17	+15.36	2.57	+5.1	-	0.55	
anet	144493	636999	19	+16.00	4.58	+5.1	-	0.98	
anet	148624	627636	21	+16.07	4.98	+5.1	-	1.07	
anet	237426	949256	75	+15.40	5.65	+5.1	-	1.21	
anet	130201	556963	31	-17.32	15.12	-5.1	FAN	3.24	
anet	104780	412100	14	+17.23	5.96	+5.1	-	1.28	
tfrrs	13450	0	36	-13.87	6.64	-5.1	-	1.42	
anet	260824	1043076	32	-13.19	2.63	-5.1	-	0.56	
anet	201615	810294	19	+16.57	5.79	+5.1	-	1.24	
anet	153545	638892	34	+17.08	8.99	+5.1	FAN	1.93	
anet	239053	960563	24	+15.76	4.53	+5.1	-	0.97	
anet	200826	806028	63	+15.12	3.13	+5.1	-	0.67	
anet	139416	578522	116	-13.19	5.15	-5.1	-	1.10	
anet	260824	1043075	18	-14.09	5.35	-5.1	-	1.15	
tfrrs	20729	1	35	-13.77	6.19	-5.1	-	1.33	
anet	96472	384364	13	-14.41	5.23	-5.1	-	1.12	
anet	237450	949366	75	+15.26	4.80	+5.1	-	1.03	
tfrrs	3724	4	67	-13.26	4.79	-5.1	-	1.03	
anet	50882	216767	65	+15.58	6.56	+5.1	-	1.40	
anet	183898	749432	17	+21.50	11.83	+5.1	FAN	2.53	
anet	138250	571485	27	-13.49	4.30	-5.1	-	0.92	
tfrrs	26699	2	29	-14.36	7.69	-5.0	-	1.65	OVERRIDE
anet	81584	323415	22	-13.94	5.52	-5.0	-	1.18	
anet	223844	894914	71	-13.52	7.26	-5.0	-	1.56	
anet	227784	908605	29	-13.35	3.75	-5.0	-	0.80	
tfrrs	19753	2	94	-13.93	11.34	-5.0	FAN	2.43	
anet	246581	978075	140	-13.76	12.50	-5.0	FAN	2.68	
tfrrs	13799	1	134	-13.19	5.92	-5.0	-	1.27	
anet	151823	629757	68	-13.71	8.40	-5.0	-	1.80	
anet	90844	358304	98	+15.03	2.97	+5.0	-	0.64	
tfrrs	25457	1	192	-13.24	8.04	-5.0	-	1.72	
anet	177005	724631	23	+16.66	6.68	+5.0	-	1.43	
anet	107874	444150	22	+15.19	2.41	+5.0	-	0.52	
anet	197723	792226	47	+16.33	8.53	+5.0	FAN	1.83	
anet	138033	570243	55	-13.65	7.27	-5.0	-	1.56	
anet	40703	174592	12	-16.95	9.00	-5.0	FAN	1.93	
anet	151924	630169	17	-13.70	4.21	-5.0	-	0.90	
tfrrs	14347	2	25	-14.55	7.73	-5.0	-	1.66	
anet	64400	277868	54	+15.23	4.14	+5.0	-	0.89	
anet	44423	190906	62	+15.26	4.69	+5.0	-	1.00	
anet	56921	243572	49	-13.61	6.69	-5.0	-	1.43	
anet	12311	56302	20	+16.57	6.09	+5.0	-	1.31	
anet	175410	719141	27	-15.31	9.98	-5.0	FAN	2.14	
anet	7595	35878	12	+18.27	6.87	+5.0	-	1.47	
tfrrs	23475	0	179	-13.18	7.10	-5.0	-	1.52	
anet	83518	328157	71	-13.25	5.25	-5.0	-	1.13	
anet	197887	809009	14	+17.34	6.26	+5.0	-	1.34	
anet	32646	141626	34	-13.91	6.89	-5.0	-	1.48	
anet	235490	941869	90	+15.66	8.58	+5.0	FAN	1.84	
anet	124454	500543	41	-15.01	11.44	-5.0	FAN	2.45	
anet	225754	901769	71	+15.24	5.06	+5.0	-	1.08	
anet	212813	848943	16	-14.39	5.87	-5.0	-	1.26	
tfrrs	9177	3	18	-14.75	7.05	-5.0	-	1.51	
anet	269699	1073197	207	+15.24	8.60	+5.0	FAN	1.84	
anet	63771	274959	24	-13.42	3.95	-5.0	-	0.85	
anet	2213	16837	14	-17.24	10.18	-5.0	FAN	2.18	
tfrrs	19401	0	82	-13.23	5.60	-5.0	-	1.20	
anet	182824	745974	29	+15.53	4.50	+5.0	-	0.96	
tfrrs	22350	1	84	-13.11	4.10	-5.0	-	0.88	
anet	6068	28995	22	-14.25	6.56	-5.0	-	1.40	
anet	225257	907174	38	+16.73	8.91	+5.0	FAN	1.91	
tfrrs	10934	2	52	-13.29	4.93	-5.0	-	1.06	
anet	116000	463950	16	-14.06	5.14	-5.0	-	1.10	
anet	1223	5851	13	+15.73	3.48	+5.0	-	0.75	
tfrrs	21950	0	59	-13.60	7.42	-5.0	-	1.59	
tfrrs	22057	0	59	-13.60	7.42	-5.0	-	1.59	
tfrrs	23519	7	63	-13.37	6.14	-5.0	-	1.31	
anet	5251	26921	31	-14.57	8.79	-5.0	FAN	1.88	
anet	164881	680421	42	-13.87	7.59	-5.0	-	1.62	
anet	108234	427792	57	-13.71	8.00	-5.0	-	1.71	
anet	162443	685259	29	-16.42	12.98	-5.0	FAN	2.78	
tfrrs	9389	1	32	-15.09	10.41	-5.0	FAN	2.23	
anet	150887	625797	68	-13.32	5.99	-5.0	-	1.28	
anet	79779	315786	20	-13.55	4.17	-5.0	-	0.89	
anet	130386	530603	24	+18.20	9.70	+5.0	FAN	2.08	
anet	252845	1008650	20	+16.33	5.72	+5.0	-	1.23	
tfrrs	25778	0	41	+15.65	5.92	+5.0	-	1.27	OVERRIDE
anet	105409	455595	15	-13.63	3.89	-5.0	-	0.83	
anet	220438	882235	30	-16.21	12.76	-5.0	FAN	2.73	
anet	161338	675054	12	+19.65	8.38	+5.0	-	1.79	
anet	141932	593979	13	+15.90	3.86	+5.0	-	0.83	
tfrrs	22121	1	48	-13.29	4.95	-5.0	-	1.06	
anet	240257	959768	72	+16.00	9.56	+5.0	FAN	2.05	
tfrrs	10400	4	52	-13.16	4.04	-5.0	-	0.86	
anet	75352	302226	58	+15.30	5.29	+5.0	-	1.13	
anet	11501	52723	19	+16.18	5.30	+5.0	-	1.14	
anet	239817	957923	17	-14.10	5.47	-5.0	-	1.17	
tfrrs	10896	2	26	-13.40	4.20	-5.0	-	0.90	
anet	163852	676165	33	-19.65	20.67	-5.0	FAN	4.43	
anet	130224	529777	86	-13.22	5.93	-5.0	-	1.27	
tfrrs	23339	2	43	-13.45	5.71	-5.0	-	1.22	
tfrrs	19442	3	234	-13.04	5.99	-5.0	-	1.28	
anet	204321	819683	14	+20.60	10.03	+5.0	FAN	2.15	
anet	216724	865459	15	-18.73	12.71	-5.0	FAN	2.72	
anet	146774	634765	62	-13.22	5.10	-5.0	-	1.09	
tfrrs	13443	3	19	-14.58	6.97	-5.0	-	1.49	
anet	193744	780642	27	-14.25	7.39	-5.0	-	1.58	
anet	125231	504267	69	-13.84	9.72	-5.0	FAN	2.08	
anet	32027	148071	28	+16.43	7.11	+5.0	-	1.52	
anet	260008	1032368	49	+15.64	6.63	+5.0	-	1.42	
anet	62824	272132	141	-13.26	8.35	-5.0	-	1.79	
anet	243178	969070	17	-16.98	10.93	-5.0	FAN	2.34	
anet	237614	978418	13	-19.24	12.50	-5.0	FAN	2.68	
anet	244703	974294	58	+15.35	5.73	+5.0	-	1.23	
anet	84039	330294	13	-15.43	7.27	-5.0	-	1.56	
anet	234151	936018	26	+16.51	7.07	+5.0	-	1.51	
anet	147423	633643	17	+15.33	3.06	+5.0	-	0.65	
anet	93285	368672	64	-13.31	6.14	-5.0	-	1.31	
tfrrs	9177	5	34	-13.69	6.30	-5.0	-	1.35	
anet	123319	495765	71	-13.90	10.32	-5.0	FAN	2.21	
anet	170393	706536	46	-14.90	12.02	-5.0	FAN	2.57	
anet	48829	208279	55	-13.87	8.93	-5.0	FAN	1.91	
anet	61314	262778	14	-14.44	5.76	-5.0	-	1.23	
anet	261465	1049931	13	-14.70	6.05	-5.0	-	1.30	
tfrrs	26632	0	12	-13.11	1.92	-5.0	-	0.41	
tfrrs	26754	0	12	-13.11	1.92	-5.0	-	0.41	
anet	136931	564050	21	+18.49	9.62	+5.0	FAN	2.06	
anet	130715	565593	97	+15.53	8.83	+5.0	FAN	1.89	
anet	191953	779156	36	-14.00	7.77	-5.0	-	1.66	
tfrrs	15611	3	99	-12.96	2.99	-5.0	-	0.64	
tfrrs	24092	1	34	-15.06	10.83	-5.0	FAN	2.32	
tfrrs	27216	1	86	-13.02	3.84	-5.0	-	0.82	
anet	69449	290714	12	-14.53	5.53	-5.0	-	1.18	
anet	159753	697995	52	+15.33	5.48	+5.0	-	1.17	
anet	57169	244739	51	+16.83	10.92	+5.0	FAN	2.34	
anet	91688	361665	93	-13.07	4.90	-5.0	-	1.05	
anet	115355	460569	139	-13.19	7.73	-5.0	-	1.66	
tfrrs	26267	0	35	-13.78	6.84	-5.0	-	1.47	
anet	120822	524618	19	+28.08	19.10	+5.0	FAN	4.09	
tfrrs	22859	1	14	-15.17	7.15	-5.0	-	1.53	
anet	151823	629756	104	-13.64	10.79	-5.0	FAN	2.31	
anet	193354	806054	24	-17.47	13.97	-5.0	FAN	2.99	
anet	235501	941948	71	+15.20	5.66	+5.0	-	1.21	
tfrrs	6065	4	25	-13.89	6.18	-5.0	-	1.32	
anet	46794	199872	49	+15.32	5.34	+5.0	-	1.14	
anet	251421	1010279	58	+15.60	7.27	+5.0	-	1.56	
anet	242825	967783	82	+15.36	7.23	+5.0	-	1.55	
anet	242235	984908	17	-15.67	8.82	-5.0	FAN	1.89	
anet	136505	567773	32	+15.54	5.22	+5.0	-	1.12	
anet	225314	920009	27	+16.54	7.39	+5.0	-	1.58	
tfrrs	19408	0	127	-13.01	4.94	-5.0	-	1.06	
anet	40091	171912	19	+17.76	8.20	+5.0	-	1.76	
anet	269709	1073230	16	+15.22	2.82	+5.0	-	0.60	
anet	253300	1011460	196	+15.00	7.13	+5.0	-	1.53	
anet	197887	809005	14	+16.15	4.69	+5.0	-	1.00	
tfrrs	4085	1	25	-13.17	3.36	-5.0	-	0.72	
anet	120575	486476	35	-13.35	5.00	-5.0	-	1.07	
anet	14328	72399	28	+16.43	7.31	+5.0	-	1.57	
anet	40091	171913	14	+17.92	7.25	+5.0	-	1.55	
anet	260069	1032691	111	-13.25	8.02	-5.0	-	1.72	
tfrrs	11498	0	16	-13.48	3.84	-5.0	-	0.82	
anet	191953	779155	38	-13.62	6.59	-5.0	-	1.41	
tfrrs	22189	0	16	-13.57	4.13	-5.0	-	0.88	
tfrrs	14365	5	160	-13.10	7.65	-5.0	-	1.64	
tfrrs	8831	1	65	-12.95	3.00	-5.0	-	0.64	
anet	252321	1006029	59	+15.25	5.78	+5.0	-	1.24	
anet	131102	558775	133	-13.25	8.82	-5.0	FAN	1.89	
anet	44779	191876	20	-12.99	2.00	-5.0	-	0.43	
anet	58648	251034	31	-13.75	6.51	-5.0	-	1.39	
anet	123137	494973	43	-14.93	11.95	-5.0	FAN	2.56	
anet	111996	443955	59	-14.04	10.40	-5.0	FAN	2.23	
anet	79424	344219	23	+16.36	6.56	+5.0	-	1.40	
anet	53935	229590	35	-12.96	2.52	-5.0	-	0.54	
anet	217926	871744	92	+15.17	6.73	+5.0	-	1.44	
anet	244095	977313	58	-13.18	5.39	-5.0	-	1.15	
tfrrs	10229	0	19	-13.23	3.34	-5.0	-	0.72	
anet	6283	30003	31	-13.42	5.23	-5.0	-	1.12	
anet	58390	249971	43	+15.12	4.41	+5.0	-	0.94	
anet	22566	99483	49	+15.61	7.06	+5.0	-	1.51	
anet	115946	463505	118	-13.08	6.66	-5.0	-	1.43	
tfrrs	14365	4	176	-13.03	7.28	-5.0	-	1.56	
tfrrs	23339	1	86	-13.15	6.40	-5.0	-	1.37	
anet	222877	891655	38	-14.95	11.36	-5.0	FAN	2.43	
anet	32841	142493	37	+15.19	4.45	+5.0	-	0.95	
anet	60911	267875	27	+16.64	7.79	+5.0	-	1.67	
anet	93866	371259	29	+14.97	2.94	+5.0	-	0.63	
anet	129917	528379	25	+19.82	12.65	+5.0	FAN	2.71	
tfrrs	20905	3	97	-13.05	5.81	-5.0	-	1.24	
anet	86008	339036	18	+16.54	6.20	+5.0	-	1.33	
anet	151301	627317	52	+18.38	15.23	+5.0	FAN	3.26	
anet	51978	221319	48	-12.93	2.86	-5.0	-	0.61	
anet	216128	862883	24	+15.84	5.61	+5.0	-	1.20	
tfrrs	20387	1	52	-13.80	8.87	-5.0	FAN	1.90	
anet	20690	125375	108	-13.12	7.09	-5.0	-	1.52	
tfrrs	10896	1	20	-13.05	2.65	-5.0	-	0.57	
anet	200624	805103	39	-13.01	3.45	-5.0	-	0.74	
anet	214698	856566	42	-13.52	6.73	-5.0	-	1.44	
anet	92501	365277	13	-15.65	7.82	-5.0	-	1.67	
anet	181489	741663	62	-13.16	5.73	-5.0	-	1.23	OVERRIDE
anet	232642	928721	56	+15.59	7.56	+5.0	-	1.62	
anet	39861	171034	45	-13.78	8.20	-5.0	-	1.76	
anet	131406	555043	27	+16.92	8.42	+5.0	FAN	1.80	
anet	127077	514964	12	+16.81	5.46	+5.0	-	1.17	
anet	161190	667637	37	-14.78	10.83	-5.0	FAN	2.32	
anet	242414	966392	156	-13.00	6.92	-5.0	-	1.48	
anet	60608	259694	13	+15.21	2.80	+5.0	-	0.60	
anet	255835	1017390	12	-13.31	3.07	-5.0	-	0.66	
anet	258682	1032122	129	+14.88	5.68	+5.0	-	1.22	
anet	27003	117574	30	-13.32	4.91	-5.0	-	1.05	
anet	112472	446094	19	+18.13	8.92	+5.0	FAN	1.91	
tfrrs	8831	5	70	-12.96	4.21	-5.0	-	0.90	
anet	123486	496550	96	-13.35	9.00	-5.0	FAN	1.93	
anet	32728	141999	14	+16.34	5.24	+4.9	-	1.12	
anet	115355	460567	158	-12.98	6.90	-4.9	-	1.48	
anet	199985	802101	36	-15.94	13.84	-4.9	FAN	2.97	
anet	165866	685064	30	-13.94	7.31	-4.9	-	1.57	
tfrrs	20763	1	12	-14.89	6.38	-4.9	-	1.37	
anet	116891	468259	25	-14.93	9.30	-4.9	FAN	1.99	
anet	93196	368240	50	+15.12	5.18	+4.9	-	1.11	
anet	110748	438589	31	+16.07	7.14	+4.9	-	1.53	
anet	36452	157605	18	-13.86	5.48	-4.9	-	1.17	
anet	118891	501049	25	-13.36	4.71	-4.9	-	1.01	
anet	84293	331403	34	+17.40	10.57	+4.9	FAN	2.26	
anet	28067	122138	57	+14.73	2.41	+4.9	-	0.52	
tfrrs	24604	3	47	-13.32	6.22	-4.9	-	1.33	
anet	209668	839519	15	-13.08	2.63	-4.9	-	0.56	
anet	66114	285905	85	+15.11	6.72	+4.9	-	1.44	OVERRIDE
tfrrs	6550	2	29	-13.47	5.56	-4.9	-	1.19	
anet	242916	985737	20	+17.99	9.00	+4.9	FAN	1.93	
anet	84729	333293	68	+15.68	9.05	+4.9	FAN	1.94	
anet	149243	620163	152	-13.02	7.74	-4.9	-	1.66	
anet	75615	303551	18	-15.29	8.63	-4.9	FAN	1.85	
anet	79643	315237	73	+14.97	5.35	+4.9	-	1.15	
tfrrs	19547	1	54	-14.93	13.78	-4.9	FAN	2.95	
tfrrs	20779	1	54	-14.93	13.78	-4.9	FAN	2.95	
anet	106499	420421	27	+15.43	5.00	+4.9	-	1.07	
anet	116349	465712	17	-12.95	2.25	-4.9	-	0.48	
anet	141461	591339	24	+16.09	6.42	+4.9	-	1.38	
anet	244469	973414	77	-13.51	9.45	-4.9	FAN	2.02	
tfrrs	26319	0	67	-13.53	8.91	-4.9	FAN	1.91	
anet	212870	859986	28	-14.53	8.89	-4.9	FAN	1.91	
anet	83035	326175	66	-12.94	4.34	-4.9	-	0.93	
tfrrs	13181	0	41	-13.89	8.51	-4.9	FAN	1.82	
tfrrs	20060	1	50	-15.67	15.63	-4.9	FAN	3.35	
anet	152401	632529	32	+16.26	7.86	+4.9	-	1.68	
anet	181848	743727	38	-13.29	5.58	-4.9	-	1.19	
tfrrs	25457	2	87	-13.59	10.63	-4.9	FAN	2.28	
anet	63771	276510	16	-13.50	4.30	-4.9	-	0.92	
anet	267928	1064907	51	+15.17	5.78	+4.9	-	1.24	
anet	122057	490545	14	-14.14	5.53	-4.9	-	1.18	
anet	130691	564588	20	-18.46	14.69	-4.9	FAN	3.15	
