# source	meet_id	div_id	n	c_pct	iqr_pct	z	already
tfrrs	68450	None	27	-6.89	4.44	-4.1	
tfrrs	22689	None	107	-6.53	6.40	-4.1	
tfrrs	54415	None	113	-6.52	6.55	-4.1	
tfrrs	16552	None	22	-7.36	5.16	-4.1	
anet	592847	1	103	+6.97	6.22	+4.1	
tfrrs	57692	None	242	-6.27	6.13	-4.1	
anet	598558	1	39	+7.35	5.19	+4.1	
anet	332204	2	13	-7.68	4.51	-4.1	
tfrrs	63437	None	100	-6.73	7.61	-4.1	
anet	167621	1	72	+6.70	3.39	+4.1	
anet	155704	1	114	+6.75	4.75	+4.1	
anet	91433	1	75	+7.65	8.47	+4.1	
tfrrs	71556	None	89	-6.57	6.17	-4.1	
tfrrs	10826	None	101	-7.17	10.15	-4.1	
anet	339581	1	14	-7.00	3.46	-4.1	
tfrrs	79669	None	56	-6.46	4.29	-4.1	
tfrrs	33933	None	23	-10.42	11.02	-4.1	
anet	453495	1	161	+6.77	5.95	+4.1	
tfrrs	40099	None	57	-6.53	4.77	-4.1	
tfrrs	78894	None	268	-6.17	4.37	-4.1	
anet	180921	1	19	-7.15	4.37	-4.1	
anet	269241	4	13	+11.03	7.67	+4.1	
anet	331106	1	25	-7.45	5.75	-4.1	
tfrrs	28456	None	70	-6.51	5.16	-4.1	
anet	405313	3	48	+8.06	8.01	+4.1	
anet	122042	1	25	+7.34	4.16	+4.1	
anet	223056	1	48	+7.36	5.85	+4.1	
anet	167627	1	53	+7.02	4.74	+4.1	
tfrrs	35769	None	25	-6.76	3.93	-4.1	
anet	307383	4	36	+7.18	4.50	+4.1	
tfrrs	20741	None	115	-6.68	7.90	-4.1	
anet	164393	1	15	+7.37	3.31	+4.1	
anet	379176	2	20	-7.19	4.60	-4.1	
tfrrs	16429	None	56	-6.49	4.54	-4.1	
tfrrs	55261	None	63	-6.77	6.30	-4.1	
anet	332353	1	37	-6.80	4.96	-4.1	
tfrrs	58419	None	145	-6.47	7.13	-4.1	
anet	511884	1	32	+7.96	6.34	+4.1	
tfrrs	71814	None	77	-6.87	7.55	-4.1	
tfrrs	76292	None	15	-7.05	3.72	-4.1	
tfrrs	11928	None	37	-7.26	6.48	-4.1	
tfrrs	12544	None	29	-8.42	8.48	-4.1	
tfrrs	52892	None	54	-7.14	7.38	-4.1	
anet	162440	3	27	+7.26	4.16	+4.1	
anet	469711	1	180	+6.83	7.14	+4.1	
tfrrs	52993	None	132	-6.18	3.51	-4.1	
anet	501664	1	20	+9.41	7.35	+4.1	
anet	275805	1	27	-6.68	3.89	-4.1	
tfrrs	58670	None	199	-6.28	6.04	-4.1	
anet	597411	1	26	-7.54	6.12	-4.1	
tfrrs	91430	None	33	-7.10	5.66	-4.1	
anet	598567	1	22	+8.18	5.69	+4.1	
anet	553592	5	21	+7.02	3.04	+4.1	
tfrrs	56823	None	88	-6.32	4.41	-4.1	
tfrrs	78394	None	21	-10.31	10.40	-4.1	
anet	218544	2	14	+10.51	7.43	+4.1	
anet	484364	2	48	-7.10	6.86	-4.1	
tfrrs	68738	None	62	-6.68	5.86	-4.1	
tfrrs	41000	None	36	-7.37	6.75	-4.1	
tfrrs	44945	None	23	-8.71	8.10	-4.1	
tfrrs	82359	None	79	-7.43	10.24	-4.1	
anet	65144	2	23	+8.13	5.73	+4.1	
anet	639963	1	53	-6.23	2.77	-4.1	
tfrrs	72128	None	65	-6.69	6.09	-4.1	
tfrrs	56980	None	77	-6.39	4.75	-4.1	
anet	150760	1	36	-6.89	5.27	-4.1	
anet	420304	1	56	-6.90	6.63	-4.1	
anet	458827	2	65	+7.50	7.46	+4.1	
tfrrs	55192	None	39	-6.52	4.02	-4.1	
tfrrs	55992	None	33	-8.01	8.11	-4.1	
tfrrs	71688	None	263	-6.23	6.21	-4.1	
anet	283068	1	42	+7.91	7.18	+4.1	
tfrrs	10534	None	93	-6.72	7.53	-4.1	
tfrrs	43865	None	81	-7.04	8.64	-4.1	
anet	200041	3	17	+9.90	7.44	+4.1	
anet	615355	1	53	+6.83	3.97	+4.1	
anet	510754	1	84	+7.03	6.20	+4.1	
anet	647709	1	49	-7.59	8.62	-4.1	
tfrrs	28373	None	70	-6.27	3.56	-4.1	
tfrrs	85432	None	13	-6.62	2.58	-4.1	
tfrrs	79166	None	34	-7.74	7.58	-4.1	
anet	154124	1	90	+7.38	8.27	+4.1	
tfrrs	62936	None	22	-7.27	5.06	-4.1	
tfrrs	43515	None	38	-7.15	6.30	-4.1	
tfrrs	16726	None	107	-6.85	8.87	-4.1	
anet	494745	1	21	-6.74	3.65	-4.1	
anet	558835	1	74	+7.47	7.88	+4.1	
tfrrs	76477	None	72	-7.34	9.48	-4.1	
anet	136516	1	22	-6.93	4.23	-4.1	
anet	127159	4	37	-6.68	4.59	-4.1	
anet	540816	1	26	+7.48	4.69	+4.1	
tfrrs	9298	None	95	-6.49	6.15	-4.1	
tfrrs	60235	None	80	-6.64	6.55	-4.1	
tfrrs	90812	None	32	-6.54	3.75	-4.1	
tfrrs	73846	None	38	-8.11	9.00	-4.1	
tfrrs	20468	None	67	-6.53	5.39	-4.1	
anet	469660	1	15	-8.04	5.54	-4.1	
anet	243907	1	47	+8.12	8.23	+4.1	
anet	219721	3	24	-10.24	11.05	-4.1	
tfrrs	1774	None	31	-8.16	8.25	-4.1	
tfrrs	7628	None	23	-9.36	9.32	-4.1	
anet	159188	7	17	+7.31	3.47	+4.1	
tfrrs	79308	None	81	-6.46	5.48	-4.1	
anet	301343	1	16	-6.55	2.69	-4.1	
anet	13262	1	17	-6.85	3.57	-4.1	
tfrrs	84678	None	31	-6.73	4.41	-4.1	
tfrrs	19904	None	19	-8.29	6.69	-4.1	
anet	411727	2	54	-6.95	6.78	-4.1	
anet	316639	1	24	+8.30	6.23	+4.1	
tfrrs	29306	None	81	-6.72	7.12	-4.1	
anet	115730	12	18	-7.56	5.20	-4.1	
tfrrs	76453	None	26	-8.07	7.38	-4.1	
anet	196365	1	16	+9.07	6.18	+4.1	
anet	458438	1	20	-7.38	5.11	-4.1	
tfrrs	20235	None	15	-9.06	7.11	-4.1	
anet	470425	6	21	-7.57	5.64	-4.1	
tfrrs	58057	None	13	-7.93	5.01	-4.1	
tfrrs	11335	None	65	-6.89	7.21	-4.1	
tfrrs	62488	None	73	-6.27	3.87	-4.1	
anet	234996	1	22	+9.22	7.51	+4.1	
tfrrs	92219	None	25	-8.13	7.38	-4.1	
anet	453543	1	16	-20.84	23.10	-4.1	
tfrrs	76719	None	14	-6.91	3.37	-4.1	
tfrrs	79052	None	32	-7.19	5.96	-4.1	
tfrrs	49421	None	46	-6.74	5.47	-4.1	
tfrrs	35028	None	25	-8.67	8.46	-4.1	
tfrrs	95561	None	54	-6.60	5.30	-4.1	
anet	337160	8	14	+8.92	5.62	+4.1	
tfrrs	15871	None	18	+7.69	4.36	+4.1	
anet	437998	1	16	+10.09	7.51	+4.1	
anet	50555	1	52	+7.75	7.61	+4.1	
anet	516880	7	21	+8.07	5.45	+4.1	
tfrrs	71691	None	83	-7.23	9.80	-4.1	
tfrrs	29402	None	15	-8.37	6.11	-4.1	
tfrrs	90945	None	75	-6.46	5.41	-4.1	
anet	500165	1	40	+7.76	6.73	+4.1	
anet	495058	1	20	-6.55	3.08	-4.1	
anet	118836	1	19	-6.78	3.65	-4.1	
tfrrs	67402	None	25	-7.79	6.69	-4.1	
tfrrs	69449	None	34	-6.85	5.11	-4.1	
anet	661772	1	131	+6.79	6.24	+4.1	
anet	412525	1	12	+6.85	2.04	+4.1	
tfrrs	89501	None	105	-6.19	3.87	-4.1	
tfrrs	34594	None	23	-7.57	5.95	-4.1	
anet	650120	1	49	-6.53	4.75	-4.1	
anet	470425	5	13	-8.13	5.34	-4.1	
tfrrs	45548	None	21	-7.43	5.40	-4.1	
anet	427031	1	12	-13.55	11.72	-4.1	
tfrrs	55610	None	86	-6.50	6.10	-4.1	
anet	206104	12	22	-6.38	2.66	-4.1	
tfrrs	95501	None	21	-7.33	5.17	-4.1	
tfrrs	76670	None	87	-6.59	6.71	-4.1	
tfrrs	43028	None	67	-6.80	6.99	-4.1	
tfrrs	18536	None	36	-6.69	4.71	-4.1	
tfrrs	87258	None	162	-6.31	6.50	-4.1	
tfrrs	7231	None	28	-9.08	9.82	-4.1	
anet	251567	1	38	+7.94	7.06	+4.1	
tfrrs	43327	None	46	-7.05	6.73	-4.1	
anet	520771	1	24	-7.87	6.75	-4.1	
tfrrs	61891	None	28	-6.71	4.24	-4.1	
tfrrs	86586	None	45	-6.93	6.24	-4.1	
anet	553649	8	22	+7.93	5.36	+4.1	
anet	372826	2	31	+9.35	9.23	+4.1	
tfrrs	31669	None	33	-6.74	4.71	-4.1	
anet	188806	1	68	-7.37	9.53	-4.1	
anet	137850	1	67	+7.47	7.73	+4.1	
tfrrs	15429	None	38	-7.28	6.84	-4.1	
anet	308248	1	34	-6.26	2.77	-4.1	
tfrrs	43932	None	51	-7.04	7.07	-4.1	
anet	339687	1	52	-6.50	4.79	-4.1	
anet	85082	1	116	+7.20	8.73	+4.1	
tfrrs	89193	None	54	-6.74	6.06	-4.1	
anet	216353	2	52	-6.53	4.96	-4.1	
anet	206404	1	18	+8.58	5.92	+4.1	
anet	331828	2	16	-8.06	5.86	-4.1	
tfrrs	40862	None	39	-7.77	8.35	-4.1	
anet	214116	1	36	+6.78	3.33	+4.1	
tfrrs	60108	None	81	-6.70	7.23	-4.1	
anet	275113	1	14	-6.84	3.32	-4.1	
anet	565027	1	40	-6.85	5.63	-4.1	
tfrrs	44621	None	51	-7.95	10.15	-4.1	
anet	93704	1	17	-7.14	4.32	-4.1	
tfrrs	68571	None	37	-6.46	3.92	-4.1	
anet	614439	3	41	+7.48	6.11	+4.1	
tfrrs	39356	None	14	+8.21	4.72	+4.1	
tfrrs	71309	None	72	-7.04	8.46	-4.1	
anet	645588	1	19	+7.94	5.05	+4.1	
anet	503250	1	27	-7.38	6.07	-4.1	
tfrrs	49005	None	24	-7.31	5.56	-4.1	
tfrrs	16740	None	34	-9.18	11.10	-4.1	
tfrrs	82824	None	22	-8.33	7.41	-4.1	
tfrrs	30719	None	17	-6.94	3.90	-4.1	
anet	103287	1	17	-10.71	10.10	-4.1	
tfrrs	82762	None	56	-6.71	6.11	-4.1	
anet	225846	1	23	-7.17	5.12	-4.1	
anet	167529	1	145	+6.52	4.03	+4.1	
anet	407799	1	13	-7.49	4.40	-4.1	
tfrrs	92283	None	101	-6.32	5.46	-4.1	
anet	322126	1	23	+7.47	4.58	+4.1	
anet	360093	1	30	+7.15	4.35	+4.1	
tfrrs	13771	None	13	-7.38	4.22	-4.1	
anet	639021	1	43	+7.61	6.70	+4.1	
tfrrs	95370	None	35	-6.80	5.15	-4.1	
anet	436755	1	31	-6.84	4.98	-4.1	
anet	20165	1	15	-7.77	5.22	-4.1	
tfrrs	20552	None	45	-7.01	6.64	-4.1	
tfrrs	94905	None	41	-7.61	8.19	-4.1	
anet	301069	2	16	-8.16	6.05	-4.1	
anet	587593	4	19	+8.51	6.03	+4.1	
tfrrs	44518	None	66	-6.27	4.04	-4.1	
tfrrs	67827	None	35	-6.73	4.92	-4.1	
tfrrs	69902	None	14	-6.77	3.22	-4.1	
anet	268636	2	13	-8.76	6.32	-4.1	
anet	402860	1	15	-11.40	10.43	-4.1	
anet	595972	2	19	+7.11	3.40	+4.1	
anet	550053	2	23	+7.27	4.14	+4.1	
anet	72861	2	30	-6.69	4.45	-4.1	
anet	652879	1	81	+6.80	5.30	+4.1	
tfrrs	73886	None	104	-6.46	6.70	-4.1	
tfrrs	71236	None	36	-6.94	5.75	-4.1	
tfrrs	35305	None	45	-6.37	3.96	-4.1	
tfrrs	60222	None	157	-6.40	7.69	-4.1	
tfrrs	69779	None	14	-8.11	5.61	-4.1	
tfrrs	94768	None	89	-6.31	5.17	-4.1	
tfrrs	44517	None	62	-6.39	4.82	-4.1	
anet	379431	2	115	-6.27	5.47	-4.1	
anet	152148	1	52	-6.50	4.99	-4.1	
anet	652598	1	75	+6.82	5.30	+4.1	
tfrrs	88020	None	76	-6.53	6.23	-4.1	
anet	414270	2	21	+8.38	6.15	+4.1	
anet	9160	1	24	-7.64	6.36	-4.1	
anet	390428	4	65	+6.96	5.62	+4.1	
anet	386796	2	80	+6.62	4.08	+4.1	
tfrrs	73874	None	70	-7.51	10.40	-4.1	
tfrrs	75729	None	102	-6.55	7.36	-4.1	
anet	367678	3	12	-6.96	3.37	-4.1	
tfrrs	88031	None	34	-7.20	6.40	-4.1	
tfrrs	27543	None	26	-7.77	6.93	-4.1	
anet	559841	1	19	-6.38	2.66	-4.1	
tfrrs	80512	None	44	-6.17	2.75	-4.1	
tfrrs	44704	None	15	-9.59	8.02	-4.1	
tfrrs	62106	None	84	-6.23	4.39	-4.1	
tfrrs	58578	None	216	-6.14	5.69	-4.1	
tfrrs	78640	None	74	-6.49	5.92	-4.1	
tfrrs	76976	None	53	-6.74	6.21	-4.1	
tfrrs	44685	None	71	-6.80	7.47	-4.1	
tfrrs	44741	None	19	-7.16	4.70	-4.1	
tfrrs	68172	None	36	-6.58	4.52	-4.1	
anet	509557	1	32	-7.74	7.63	-4.1	
anet	352415	7	21	-6.81	4.09	-4.1	
anet	256617	2	17	+10.10	7.91	+4.1	
anet	202817	1	70	+7.62	8.70	+4.1	
tfrrs	12179	None	21	-10.16	10.43	-4.0	
anet	22897	1	16	-6.93	3.84	-4.0	
anet	550529	1	40	-6.35	3.74	-4.0	
anet	20532	1	29	-6.24	2.68	-4.0	
anet	53413	1	26	-6.96	4.98	-4.0	
anet	78328	3	14	-6.43	2.44	-4.0	
anet	563249	1	52	+6.77	4.23	+4.0	
tfrrs	85319	None	53	-6.57	5.44	-4.0	
tfrrs	40724	None	22	-7.30	5.39	-4.0	
tfrrs	92573	None	37	-8.11	9.17	-4.0	
tfrrs	80049	None	83	-6.68	7.45	-4.0	
anet	503581	1	15	-8.26	6.08	-4.0	
anet	441849	2	25	-6.59	3.81	-4.0	
tfrrs	47729	None	27	-6.66	4.19	-4.0	
tfrrs	83037	None	37	-7.14	6.53	-4.0	
anet	85063	1	54	-7.07	7.63	-4.0	
anet	174487	1	27	-6.24	2.62	-4.0	
anet	81651	1	218	+6.74	8.36	+4.0	
tfrrs	76636	None	162	-6.28	6.90	-4.0	
tfrrs	87667	None	231	-6.09	5.25	-4.0	
tfrrs	17241	None	62	-6.54	5.80	-4.0	
anet	372491	1	13	-9.06	6.78	-4.0	
anet	131720	1	18	-6.32	2.42	-4.0	
anet	268318	8	41	+6.55	2.67	+4.0	
tfrrs	82226	None	71	-6.48	5.88	-4.0	
tfrrs	73585	None	47	-7.85	9.61	-4.0	
tfrrs	26457	None	32	-6.59	4.35	-4.0	
anet	95001	1	48	-6.32	3.98	-4.0	
anet	560709	1	107	+7.08	8.09	+4.0	
anet	287051	1	12	+8.06	4.26	+4.0	
tfrrs	16335	None	58	-6.37	4.71	-4.0	
anet	482844	3	39	+7.06	4.82	+4.0	
anet	613156	1	75	+6.66	4.45	+4.0	
tfrrs	88079	None	74	-6.43	5.67	-4.0	
anet	340251	1	12	-10.51	8.34	-4.0	
anet	525281	1	136	+6.42	3.14	+4.0	
anet	362779	1	70	+6.61	3.91	+4.0	
anet	566713	1	25	+7.33	4.57	+4.0	
tfrrs	90828	None	127	-6.18	5.09	-4.0	
anet	558768	1	44	+7.64	7.01	+4.0	
tfrrs	31770	None	17	-8.29	6.55	-4.0	
tfrrs	84707	None	71	-6.60	6.58	-4.0	
tfrrs	96111	None	90	-6.27	5.10	-4.0	
anet	293593	1	44	-6.20	3.19	-4.0	
tfrrs	40979	None	40	-7.26	7.21	-4.0	
tfrrs	79543	None	47	-6.74	5.96	-4.0	
anet	604656	1	23	+7.75	5.31	+4.0	
anet	90609	1	12	-6.37	2.14	-4.0	
anet	127164	1	31	-7.42	6.79	-4.0	
anet	590659	1	41	+6.85	4.20	+4.0	
tfrrs	78599	None	27	-6.93	5.06	-4.0	
anet	391055	2	42	-7.10	6.88	-4.0	
tfrrs	71996	None	122	-6.30	6.32	-4.0	
tfrrs	80840	None	57	-6.44	5.09	-4.0	
tfrrs	86152	None	49	-6.26	3.73	-4.0	
tfrrs	86016	None	23	-7.94	6.95	-4.0	
tfrrs	83900	None	97	-6.11	3.84	-4.0	
anet	416138	1	19	-7.54	5.55	-4.0	
anet	561670	1	80	+6.87	5.97	+4.0	
tfrrs	1391	None	25	-8.68	8.73	-4.0	
tfrrs	51650	None	39	-7.39	7.53	-4.0	
tfrrs	62373	None	39	-6.33	3.72	-4.0	
tfrrs	90039	None	85	-6.14	3.91	-4.0	
tfrrs	76902	None	90	-6.42	6.35	-4.0	
tfrrs	27228	None	204	-6.17	6.50	-4.0	
tfrrs	34592	None	17	-6.89	3.95	-4.0	
tfrrs	61751	None	42	-6.64	5.28	-4.0	
anet	419882	1	12	-10.92	8.87	-4.0	
anet	434067	2	27	+10.72	11.02	+4.0	
anet	519476	1	31	-6.67	4.64	-4.0	
anet	308364	1	26	+9.03	8.12	+4.0	
anet	216367	5	22	-7.19	5.21	-4.0	
anet	650336	1	77	+6.68	4.79	+4.0	
anet	34994	1	15	-6.71	3.32	-4.0	
anet	430192	1	22	-7.22	5.30	-4.0	
tfrrs	7384	None	23	-9.11	9.17	-4.0	
anet	494460	1	113	+6.68	5.79	+4.0	
anet	588322	1	27	-9.35	10.41	-4.0	
anet	429458	2	33	-6.69	4.87	-4.0	
anet	544976	1	34	-7.55	7.48	-4.0	
tfrrs	57567	None	92	-6.08	3.40	-4.0	
tfrrs	80473	None	66	-6.35	5.02	-4.0	
tfrrs	54767	None	30	-6.86	5.16	-4.0	
tfrrs	67989	None	32	-7.34	6.71	-4.0	
anet	423675	1	13	-7.69	4.86	-4.0	
tfrrs	62547	None	32	-7.04	5.87	-4.0	
anet	604180	1	107	+6.67	5.63	+4.0	
tfrrs	50140	None	122	-6.05	3.55	-4.0	
tfrrs	82329	None	86	-6.32	5.52	-4.0	
tfrrs	75791	None	53	-7.13	7.93	-4.0	
anet	259068	1	44	+6.75	4.01	+4.0	
anet	71210	2	32	+7.09	4.56	+4.0	
anet	332204	1	125	-6.36	7.07	-4.0	
tfrrs	38980	None	155	-6.09	4.78	-4.0	
anet	427734	1	21	-7.39	5.57	-4.0	
tfrrs	51451	None	45	+7.53	6.89	+4.0	
tfrrs	44820	None	13	-9.08	6.88	-4.0	
anet	392529	6	13	+7.15	3.05	+4.0	
anet	487468	1	90	-6.13	4.06	-4.0	
anet	166191	1	72	+6.48	3.23	+4.0	
anet	124199	3	14	-8.07	5.67	-4.0	
anet	72393	1	105	+6.74	6.14	+4.0	
tfrrs	47860	None	16	-7.29	4.69	-4.0	
tfrrs	61760	None	35	-6.80	5.45	-4.0	
tfrrs	59190	None	98	-6.83	9.27	-4.0	
anet	81648	9	38	-6.15	2.84	-4.0	
anet	196058	1	58	+6.99	5.78	+4.0	
anet	541338	1	13	-7.92	5.24	-4.0	
anet	432801	1	25	-14.84	19.45	-4.0	
tfrrs	83439	None	54	-7.06	7.80	-4.0	
tfrrs	75387	None	263	-6.07	6.00	-4.0	
anet	34684	3	49	+7.23	6.23	+4.0	
tfrrs	84108	None	49	-6.93	6.94	-4.0	
anet	639108	1	25	+7.05	3.97	+4.0	
tfrrs	79291	None	67	-6.42	5.62	-4.0	
tfrrs	89087	None	14	-10.41	8.97	-4.0	
tfrrs	62428	None	43	-6.71	5.72	-4.0	
anet	152760	1	12	-6.46	2.46	-4.0	
anet	131678	3	13	-6.98	3.67	-4.0	
tfrrs	61456	None	52	-6.31	4.37	-4.0	
anet	644042	1	62	+7.23	7.03	+4.0	
anet	270173	1	56	-6.24	4.10	-4.0	
anet	447769	2	15	-7.33	4.63	-4.0	
tfrrs	64128	None	86	-6.44	6.52	-4.0	
tfrrs	60147	None	80	-6.26	5.04	-4.0	
anet	433935	1	17	-7.91	5.99	-4.0	
tfrrs	43680	None	44	-6.49	4.89	-4.0	
anet	400609	1	119	+6.61	5.65	+4.0	
anet	573773	1	23	-7.76	6.68	-4.0	
tfrrs	74364	None	51	-6.35	4.56	-4.0	
anet	548597	1	68	+6.83	5.53	+4.0	
anet	151551	1	152	+6.55	5.76	+4.0	
tfrrs	38292	None	105	-6.09	4.09	-4.0	
tfrrs	66752	None	53	-6.46	5.23	-4.0	
anet	216826	1	23	+7.99	5.89	+4.0	
anet	662725	7	12	+8.82	5.32	+4.0	
tfrrs	57340	None	20	-8.59	7.74	-4.0	
anet	385035	3	15	+8.65	5.72	+4.0	
anet	651933	1	171	+6.61	6.74	+4.0	
anet	128960	1	18	-10.63	10.52	-4.0	
tfrrs	46392	None	24	-7.18	5.53	-4.0	
tfrrs	58988	None	135	-6.17	5.70	-4.0	
anet	310152	1	90	+7.12	7.99	+4.0	
tfrrs	38705	None	36	-7.29	7.09	-4.0	
anet	294462	13	54	+6.72	4.46	+4.0	
tfrrs	12342	None	40	-6.86	6.10	-4.0	
tfrrs	83905	None	140	-6.02	3.91	-4.0	
anet	660676	1	72	+6.97	6.46	+4.0	
tfrrs	15978	None	15	-7.61	5.16	-4.0	
anet	563226	1	51	+7.03	5.68	+4.0	
anet	112014	1	22	-7.69	6.41	-4.0	
