# source	meet_id	div_id	n	c_pct	iqr_pct	z	already
anet	443402	3	24	-7.76	3.82	-4.8	
tfrrs	85068	None	127	-7.19	4.35	-4.8	
anet	648020	1	29	-8.05	5.01	-4.8	
tfrrs	17016	None	92	-7.96	8.51	-4.8	
tfrrs	87796	None	102	-7.41	5.76	-4.8	
tfrrs	62584	None	42	-8.08	6.13	-4.8	
tfrrs	14168	None	39	-8.80	7.82	-4.8	
tfrrs	53844	None	31	-7.85	4.65	-4.8	
tfrrs	61420	None	120	-7.41	6.24	-4.8	
anet	188224	4	13	+8.57	3.09	+4.8	
anet	129909	1	12	+9.10	3.68	+4.8	
tfrrs	64563	None	44	-8.64	7.89	-4.8	
tfrrs	70922	None	109	-7.24	4.61	-4.8	
anet	543210	2	30	+8.35	4.16	+4.8	
tfrrs	56041	None	29	-9.80	8.72	-4.8	
anet	520771	3	32	+8.64	5.02	+4.8	
anet	215183	1	68	+9.03	8.60	+4.8	
tfrrs	23788	None	285	-7.04	3.41	-4.8	
anet	167980	1	42	+9.13	7.00	+4.8	
anet	435600	1	66	+8.90	8.07	+4.8	
tfrrs	27149	None	79	-7.38	4.92	-4.8	
tfrrs	55277	None	20	-9.70	7.09	-4.8	
tfrrs	32729	None	56	-7.92	6.55	-4.8	
tfrrs	42805	None	141	-7.09	3.41	-4.8	
tfrrs	51476	None	160	-7.05	3.00	-4.8	
anet	370527	3	22	+8.23	3.31	+4.8	
tfrrs	11417	None	45	-7.81	5.48	-4.8	
tfrrs	58679	None	82	-7.39	5.14	-4.8	
tfrrs	44083	None	59	-7.61	5.47	-4.8	
tfrrs	16772	None	12	+8.84	3.38	+4.8	
anet	97278	3	14	-9.40	5.56	-4.8	
tfrrs	52827	None	57	-7.91	6.61	-4.8	
tfrrs	34960	None	70	-7.38	4.72	-4.8	
anet	328557	1	70	+8.31	6.27	+4.8	
tfrrs	46464	None	67	-7.30	4.10	-4.8	
tfrrs	66485	None	121	-7.19	4.51	-4.8	
anet	91626	6	31	-8.37	6.04	-4.8	
anet	372339	1	21	-7.55	3.10	-4.8	
tfrrs	85583	None	115	-7.32	5.58	-4.8	
anet	644870	1	28	-8.77	6.62	-4.8	
tfrrs	31615	None	119	-7.78	8.81	-4.8	
tfrrs	88009	None	74	-7.87	7.36	-4.8	
tfrrs	40902	None	15	-9.14	5.39	-4.8	
anet	563296	1	48	+7.87	3.49	+4.8	
tfrrs	47091	None	15	-9.94	6.49	-4.8	
anet	459201	1	19	-11.50	9.50	-4.8	
tfrrs	43463	None	27	-8.02	4.83	-4.8	
tfrrs	10205	None	71	-7.64	6.18	-4.8	
anet	378181	1	101	+8.56	8.72	+4.8	
tfrrs	52897	None	77	-7.88	7.57	-4.8	
tfrrs	32929	None	73	-7.32	4.47	-4.8	
tfrrs	81198	None	39	-7.48	4.00	-4.7	
tfrrs	83974	None	44	-8.17	6.67	-4.7	
tfrrs	58136	None	195	-7.02	3.03	-4.7	
tfrrs	74880	None	23	-9.10	6.63	-4.7	
tfrrs	58006	None	73	-7.80	7.05	-4.7	
anet	452256	1	24	-7.11	1.66	-4.7	
tfrrs	78752	None	28	-8.26	5.53	-4.7	
tfrrs	39057	None	31	-8.59	6.60	-4.7	
tfrrs	37882	None	40	-7.17	2.59	-4.7	
tfrrs	90703	None	12	-8.18	3.50	-4.7	
tfrrs	64709	None	61	-7.98	7.19	-4.7	
tfrrs	49702	None	140	-7.16	4.65	-4.7	
anet	380605	1	53	+9.29	8.37	+4.7	
tfrrs	49112	None	13	-8.68	4.42	-4.7	
tfrrs	6703	None	75	-7.48	5.61	-4.7	
tfrrs	81948	None	153	-7.09	4.05	-4.7	
tfrrs	5396	None	93	-7.90	8.51	-4.7	
anet	133543	1	13	-9.01	4.88	-4.7	
tfrrs	91058	None	13	-9.37	5.36	-4.7	
anet	583864	1	14	+10.65	5.90	+4.7	
tfrrs	84706	None	63	-8.00	7.38	-4.7	
tfrrs	27145	None	19	-9.09	6.04	-4.7	
tfrrs	82430	None	101	-7.46	6.37	-4.7	
tfrrs	29238	None	18	-9.98	7.21	-4.7	
anet	563252	1	52	+7.75	3.16	+4.7	
tfrrs	78577	None	37	-8.37	6.68	-4.7	
tfrrs	76468	None	36	-7.96	5.50	-4.7	
tfrrs	43193	None	17	-7.82	3.47	-4.7	
anet	73255	1	32	-8.51	6.57	-4.7	
anet	334623	1	59	+8.51	6.57	+4.7	
tfrrs	45143	None	35	-8.77	7.47	-4.7	
tfrrs	14541	None	16	-7.26	1.99	-4.7	
tfrrs	27534	None	16	-7.55	2.78	-4.7	
tfrrs	69841	None	74	-7.25	4.23	-4.7	
tfrrs	5055	None	28	-8.00	4.95	-4.7	
tfrrs	56269	None	55	-7.47	4.82	-4.7	
anet	653112	1	74	+8.22	6.23	+4.7	
tfrrs	28693	None	43	-7.15	2.62	-4.7	
tfrrs	11794	None	117	-7.29	5.65	-4.7	
tfrrs	30082	None	39	-7.62	4.60	-4.7	
tfrrs	76835	None	154	-7.22	5.77	-4.7	
anet	639330	1	35	+8.88	5.97	+4.7	
tfrrs	19974	None	39	-7.16	2.60	-4.7	
tfrrs	54211	None	41	-9.01	8.71	-4.7	
anet	423733	1	19	-7.44	2.75	-4.7	
anet	235680	2	12	-14.31	10.52	-4.7	
anet	586329	2	13	+8.30	2.76	+4.7	
anet	598053	1	18	-7.39	2.53	-4.7	
tfrrs	62152	None	49	-7.79	5.84	-4.7	
anet	165591	1	20	-13.00	11.86	-4.7	
tfrrs	7307	None	95	-8.20	10.06	-4.7	
tfrrs	71424	None	148	-7.09	4.26	-4.7	
anet	84469	1	36	+10.45	9.17	+4.7	
tfrrs	90640	None	32	-7.68	4.38	-4.7	
anet	163058	1	17	+9.68	5.33	+4.7	
anet	270980	1	15	-9.15	5.48	-4.7	
tfrrs	84163	None	131	-7.23	5.55	-4.7	
tfrrs	71509	None	120	-7.42	6.82	-4.7	
tfrrs	89394	None	90	-7.64	7.19	-4.7	
tfrrs	20256	None	34	+10.59	9.15	+4.7	
tfrrs	47326	None	15	-7.86	3.38	-4.7	
tfrrs	44962	None	36	-8.04	5.77	-4.7	
tfrrs	76889	None	192	-7.19	6.29	-4.7	
anet	367620	1	31	+8.82	5.54	+4.7	
tfrrs	13429	None	45	-8.67	8.27	-4.7	
tfrrs	55601	None	202	-7.11	5.37	-4.7	
tfrrs	84962	None	157	-7.17	5.43	-4.7	
anet	555712	1	39	-7.58	4.54	-4.7	
tfrrs	73992	None	73	-7.55	6.05	-4.7	
tfrrs	3025	None	36	-8.08	5.90	-4.7	
tfrrs	64126	None	124	-7.28	5.98	-4.7	
tfrrs	83072	None	22	-7.93	4.30	-4.7	
tfrrs	33024	None	22	-12.14	11.27	-4.7	
tfrrs	63267	None	109	-7.44	6.79	-4.7	
anet	141954	1	12	-7.98	3.26	-4.7	
tfrrs	7090	None	37	-7.39	3.76	-4.7	
tfrrs	31995	None	108	-7.02	2.95	-4.7	
tfrrs	71295	None	14	-9.02	5.15	-4.7	
tfrrs	83860	None	72	-7.88	7.61	-4.7	
tfrrs	14184	None	29	-8.27	5.78	-4.7	
tfrrs	81078	None	40	-7.58	4.67	-4.7	
anet	340022	1	48	-7.64	5.33	-4.7	
anet	138609	3	38	+8.13	4.33	+4.7	
tfrrs	57561	None	312	-7.02	5.28	-4.7	
anet	243359	1	12	-10.63	6.70	-4.7	
tfrrs	55410	None	78	-7.16	3.91	-4.7	
tfrrs	72797	None	54	-8.34	8.15	-4.7	
tfrrs	76924	None	46	-7.67	5.35	-4.7	
anet	645040	1	21	+9.34	5.48	+4.7	
tfrrs	76300	None	113	-7.55	7.68	-4.7	
anet	151590	2	80	+8.95	9.44	+4.7	
anet	132274	1	24	-7.65	3.81	-4.7	
tfrrs	57455	None	77	-7.79	7.51	-4.7	
tfrrs	64516	None	24	-9.76	8.08	-4.7	
anet	197675	1	100	+7.99	6.34	+4.7	
anet	639171	1	27	-8.21	5.49	-4.7	
anet	280666	1	22	+9.08	5.19	+4.7	
tfrrs	60163	None	22	-9.52	7.34	-4.7	
anet	261794	1	22	-11.57	10.50	-4.7	
tfrrs	66681	None	43	-7.07	2.46	-4.7	
tfrrs	42881	None	68	-7.32	4.80	-4.7	
tfrrs	17396	None	61	-8.25	8.39	-4.7	
tfrrs	19163	None	145	-7.01	3.59	-4.7	
tfrrs	52913	None	27	-7.86	4.66	-4.7	
tfrrs	88480	None	37	-8.06	6.03	-4.7	
anet	511509	1	111	+8.05	7.04	+4.7	
tfrrs	19698	None	19	-9.29	6.47	-4.7	
anet	160170	1	48	-7.70	5.66	-4.7	
anet	115776	1	20	-7.35	2.72	-4.7	
tfrrs	83739	None	42	-7.31	3.76	-4.7	
anet	504460	1	19	-8.62	5.38	-4.7	
tfrrs	80543	None	101	-7.29	5.71	-4.7	
tfrrs	40259	None	17	-7.33	2.44	-4.7	
tfrrs	80456	None	49	-7.14	3.15	-4.7	
tfrrs	73479	None	27	-7.35	3.15	-4.7	
tfrrs	10315	None	63	-8.51	9.45	-4.7	
tfrrs	18988	None	38	-7.56	4.55	-4.7	
tfrrs	21698	None	35	-10.41	11.08	-4.7	
anet	125552	1	77	+8.00	5.70	+4.7	
tfrrs	14821	None	44	-7.07	2.52	-4.7	
tfrrs	54331	None	85	-7.21	4.68	-4.7	
anet	261794	3	31	-8.09	5.63	-4.7	
tfrrs	81153	None	109	-7.08	4.08	-4.7	
anet	125555	3	51	+8.89	7.46	+4.7	
tfrrs	31475	None	68	-7.10	3.39	-4.7	
anet	100635	1	24	-9.29	7.30	-4.7	
tfrrs	58921	None	41	-9.40	9.80	-4.7	
tfrrs	57442	None	327	-7.02	6.11	-4.7	
anet	134637	1	22	+9.38	5.72	+4.7	
tfrrs	34682	None	34	-8.33	6.52	-4.7	
tfrrs	85112	None	29	-9.40	8.25	-4.7	
tfrrs	51827	None	22	-8.36	5.32	-4.7	
anet	652877	1	39	+8.08	4.36	+4.7	
anet	520334	2	17	+13.23	9.42	+4.7	
tfrrs	59717	None	21	+10.30	6.94	+4.7	
tfrrs	55474	None	51	-7.18	3.54	-4.7	
anet	614764	1	53	+7.98	4.70	+4.7	
anet	615402	1	53	+7.98	4.70	+4.7	
tfrrs	47946	None	71	-7.10	3.61	-4.7	
tfrrs	3385	None	19	-8.51	5.22	-4.7	
tfrrs	83932	None	61	-7.86	7.13	-4.7	
tfrrs	73996	None	42	-7.95	6.18	-4.7	
anet	257212	1	119	+7.80	5.97	+4.7	
tfrrs	28531	None	18	-10.12	7.58	-4.7	
tfrrs	21624	None	21	-9.00	6.39	-4.7	
tfrrs	49894	None	61	-7.38	5.05	-4.7	
anet	546101	1	52	-7.32	4.36	-4.7	
tfrrs	93410	None	39	-7.49	4.46	-4.7	
tfrrs	10760	None	35	-8.45	6.96	-4.7	
tfrrs	79970	None	68	-7.39	5.41	-4.7	
anet	419607	1	20	-8.89	6.06	-4.7	
tfrrs	80916	None	39	-7.57	4.77	-4.7	
anet	131605	3	14	+8.56	3.47	+4.7	
anet	246741	1	18	+9.10	4.82	+4.7	
tfrrs	23135	None	64	-7.16	3.92	-4.7	
tfrrs	49289	None	55	-7.12	3.39	-4.7	
tfrrs	91981	None	52	-7.50	5.24	-4.7	
tfrrs	81182	None	72	-7.56	6.44	-4.7	
tfrrs	73789	None	143	-7.10	5.23	-4.7	
tfrrs	78707	None	45	-7.36	4.30	-4.7	
anet	134368	1	12	-8.95	4.78	-4.7	
tfrrs	61223	None	67	-7.88	7.61	-4.7	
tfrrs	13400	None	24	-8.18	5.23	-4.7	
tfrrs	79960	None	31	-7.49	4.00	-4.7	
tfrrs	73117	None	47	-7.19	3.53	-4.7	
tfrrs	89270	None	86	-7.68	7.66	-4.7	
tfrrs	83062	None	84	-7.41	6.18	-4.7	
tfrrs	72469	None	33	-7.81	5.15	-4.7	
tfrrs	42702	None	46	-7.86	6.25	-4.7	
tfrrs	31840	None	106	-7.55	7.77	-4.7	
tfrrs	59406	None	158	-7.24	7.02	-4.7	
anet	141522	3	24	+8.41	4.27	+4.7	
tfrrs	12466	None	64	-7.33	5.01	-4.7	
anet	177071	1	94	+8.73	9.71	+4.7	
anet	645083	1	118	+7.71	5.43	+4.7	
anet	125577	1	60	+8.00	5.22	+4.7	
anet	478862	1	35	+8.08	4.24	+4.7	
tfrrs	77721	None	30	-7.82	4.95	-4.7	
tfrrs	91550	None	18	+13.60	10.13	+4.7	
anet	302058	1	15	-10.53	7.48	-4.7	
tfrrs	30739	None	45	-7.53	5.03	-4.7	
anet	165311	3	15	-10.22	7.10	-4.7	
tfrrs	46487	None	168	-7.05	5.26	-4.7	
tfrrs	59015	None	87	-7.70	7.90	-4.7	
tfrrs	82607	None	24	-7.70	4.14	-4.7	
tfrrs	61279	None	51	-7.05	2.96	-4.7	
tfrrs	32709	None	25	-9.67	8.23	-4.7	
tfrrs	53748	None	30	-7.54	4.16	-4.7	
tfrrs	45032	None	59	-7.25	4.43	-4.7	
anet	66913	1	21	-7.63	3.71	-4.7	
tfrrs	63781	None	68	-7.51	6.13	-4.7	
anet	269560	1	36	-7.68	5.04	-4.7	
tfrrs	31633	None	137	-7.16	6.06	-4.7	
anet	64713	1	37	+10.25	9.24	+4.7	
anet	608173	1	88	+8.20	7.38	+4.7	
tfrrs	82774	None	73	-7.81	7.76	-4.7	
tfrrs	75198	None	18	+9.31	5.19	+4.7	
anet	515124	3	31	+8.46	5.03	+4.7	
tfrrs	54838	None	29	-10.84	11.00	-4.7	
tfrrs	2460	None	57	-7.99	7.53	-4.7	
tfrrs	60114	None	25	-9.20	7.42	-4.7	
tfrrs	43704	None	65	-7.06	3.50	-4.7	
tfrrs	71836	None	88	-7.88	8.83	-4.6	
anet	328208	1	26	-7.62	4.13	-4.6	
anet	412997	1	25	+9.34	6.17	+4.6	
tfrrs	72539	None	49	-7.16	3.62	-4.6	
tfrrs	82531	None	66	-7.13	4.02	-4.6	
tfrrs	45033	None	42	-7.95	6.35	-4.6	
anet	451836	2	20	+10.55	7.21	+4.6	
anet	361401	1	25	-7.83	4.63	-4.6	
tfrrs	68694	None	101	-7.13	5.01	-4.6	
tfrrs	58179	None	132	-7.12	5.70	-4.6	
anet	437992	1	38	+9.04	6.98	+4.6	
tfrrs	71162	None	132	-6.94	3.55	-4.6	
tfrrs	7863	None	43	-8.85	8.93	-4.6	
anet	88407	2	17	-7.96	4.08	-4.6	
tfrrs	90042	None	39	-7.25	3.72	-4.6	
tfrrs	53747	None	33	-7.31	3.66	-4.6	
anet	524538	2	12	-8.83	4.69	-4.6	
anet	326243	1	70	+8.09	6.23	+4.6	
anet	340340	1	12	-9.18	5.15	-4.6	
anet	618671	1	97	+8.08	7.29	+4.6	
tfrrs	74082	None	89	-7.16	5.06	-4.6	
tfrrs	4483	None	28	-8.18	5.77	-4.6	
anet	469873	1	43	+7.86	4.10	+4.6	
tfrrs	73271	None	68	-7.67	7.02	-4.6	
tfrrs	10312	None	59	-8.97	10.84	-4.6	
anet	653110	1	74	+7.76	4.88	+4.6	
tfrrs	78081	None	61	-7.82	7.24	-4.6	
tfrrs	90493	None	18	-9.19	6.35	-4.6	
anet	320321	1	55	-7.09	3.57	-4.6	
anet	209181	1	64	+8.24	6.58	+4.6	
tfrrs	11550	None	30	-8.66	7.07	-4.6	
anet	377707	1	88	+7.78	5.47	+4.6	
tfrrs	60251	None	23	-8.29	5.49	-4.6	
tfrrs	47325	None	19	-8.84	5.95	-4.6	
anet	52773	3	22	-7.54	3.69	-4.6	
anet	36349	1	13	-8.29	4.12	-4.6	
tfrrs	13155	None	77	-6.94	3.05	-4.6	
tfrrs	88937	None	248	-6.94	5.41	-4.6	
tfrrs	57945	None	102	-7.09	4.97	-4.6	
tfrrs	47302	None	94	-7.13	5.09	-4.6	
tfrrs	79237	None	62	-7.40	5.54	-4.6	
anet	98032	1	25	-8.08	5.26	-4.6	
anet	511132	2	63	+8.27	6.66	+4.6	
tfrrs	38218	None	55	-7.00	3.00	-4.6	
anet	556103	1	70	+7.81	5.10	+4.6	
anet	102631	1	92	+7.84	5.98	+4.6	
tfrrs	71913	None	139	-7.19	6.74	-4.6	
anet	142526	3	14	-11.38	8.36	-4.6	
anet	438158	4	12	+8.44	3.17	+4.6	
tfrrs	39963	None	61	-7.72	6.93	-4.6	
anet	142455	1	55	+9.56	9.83	+4.6	
tfrrs	91452	None	13	-9.00	5.16	-4.6	
tfrrs	14877	None	25	-8.15	5.46	-4.6	
anet	343776	1	14	-8.18	4.13	-4.6	
tfrrs	15532	None	27	-7.89	5.05	-4.6	
tfrrs	3714	None	12	-9.93	6.11	-4.6	
tfrrs	35110	None	26	-8.14	5.53	-4.6	
tfrrs	78053	None	363	-6.87	5.14	-4.6	
tfrrs	16690	None	20	-8.09	4.77	-4.6	
anet	312498	1	25	+8.16	4.00	+4.6	
tfrrs	60756	None	30	-7.27	3.47	-4.6	
tfrrs	83149	None	71	-7.23	5.09	-4.6	
tfrrs	27977	None	253	-6.84	3.57	-4.6	
anet	125546	1	64	+7.89	5.32	+4.6	
anet	377824	1	98	+7.83	6.23	+4.6	
tfrrs	74008	None	50	-8.23	7.97	-4.6	
tfrrs	59891	None	86	-7.03	4.23	-4.6	
tfrrs	59759	None	55	-7.68	6.46	-4.6	
tfrrs	12790	None	15	-8.38	4.62	-4.6	
tfrrs	92105	None	46	-6.89	2.04	-4.6	
tfrrs	54463	None	118	-7.21	6.50	-4.6	
tfrrs	77688	None	22	-11.48	10.67	-4.6	
tfrrs	70631	None	106	-7.21	6.15	-4.6	
anet	283917	1	75	+7.70	4.79	+4.6	
tfrrs	40033	None	34	-7.26	3.68	-4.6	
tfrrs	61913	None	36	-7.35	4.16	-4.6	
tfrrs	75682	None	70	-7.47	6.38	-4.6	
anet	662115	1	42	+8.08	4.96	+4.6	
tfrrs	17480	None	195	-7.13	7.57	-4.6	
tfrrs	44839	None	24	-7.21	2.95	-4.6	
tfrrs	72359	None	94	-7.33	6.57	-4.6	
tfrrs	88932	None	112	-7.23	6.52	-4.6	
tfrrs	16151	None	72	-8.63	11.01	-4.6	
anet	513919	1	49	+8.85	7.64	+4.6	
anet	301049	2	33	+8.35	5.11	+4.6	
tfrrs	60079	None	45	-7.61	5.65	-4.6	
anet	205323	1	65	-7.38	5.76	-4.6	
tfrrs	79554	None	46	-7.72	6.11	-4.6	
anet	345556	1	28	+8.07	4.04	+4.6	
tfrrs	22421	None	13	-7.42	2.65	-4.6	
tfrrs	41957	None	48	-7.41	5.06	-4.6	
tfrrs	90682	None	84	-7.16	5.24	-4.6	
tfrrs	7656	None	33	-7.20	3.43	-4.6	
tfrrs	40208	None	44	-7.89	6.54	-4.6	
tfrrs	33866	None	125	-6.97	4.59	-4.6	
tfrrs	76658	None	138	-6.93	4.41	-4.6	
anet	463392	15	36	+7.93	4.20	+4.6	
anet	668644	1	24	+8.88	5.42	+4.6	
tfrrs	5182	None	21	-10.44	8.93	-4.6	
anet	615404	1	48	+8.04	5.26	+4.6	
anet	216367	3	14	-8.24	4.29	-4.6	
anet	559983	2	45	+8.24	5.72	+4.6	
tfrrs	15605	None	25	-7.87	4.89	-4.6	
anet	599088	1	87	+8.03	7.03	+4.6	
tfrrs	76332	None	44	-7.69	5.93	-4.6	
anet	72733	1	44	-7.13	3.68	-4.6	
tfrrs	71853	None	220	-6.95	5.99	-4.6	
tfrrs	84670	None	70	-7.28	5.54	-4.6	
anet	348804	5	19	+7.62	2.26	+4.6	
tfrrs	7258	None	32	-9.19	8.60	-4.6	
anet	71260	1	26	-7.28	3.38	-4.6	
tfrrs	11053	None	17	-9.33	6.48	-4.6	
tfrrs	67721	None	22	-9.80	8.14	-4.6	
anet	119933	1	206	+7.37	4.41	+4.6	
anet	303045	2	22	+8.61	4.73	+4.6	
tfrrs	84033	None	21	-9.85	8.05	-4.6	
tfrrs	13935	None	160	-7.12	7.04	-4.6	
tfrrs	79079	None	88	-6.98	4.12	-4.6	
tfrrs	79984	None	53	-7.21	4.53	-4.6	
anet	120963	2	40	-7.48	4.96	-4.6	
tfrrs	54560	None	58	-7.14	4.31	-4.6	
tfrrs	71542	None	44	-7.87	6.54	-4.6	
tfrrs	71771	None	58	-7.86	7.50	-4.6	
tfrrs	76631	None	163	-6.95	5.25	-4.6	
tfrrs	64178	None	114	-7.01	5.05	-4.6	
anet	167758	1	70	+7.46	3.44	+4.6	
tfrrs	78078	None	124	-6.99	5.04	-4.6	
tfrrs	21238	None	36	-7.84	5.86	-4.6	
tfrrs	17984	None	191	-7.07	7.26	-4.6	
tfrrs	58750	None	57	-7.16	4.47	-4.6	
tfrrs	72813	None	35	-7.47	4.64	-4.6	
tfrrs	60990	None	46	-7.45	5.25	-4.6	
tfrrs	78294	None	133	-6.95	4.81	-4.6	
tfrrs	87545	None	121	-6.97	4.79	-4.6	
tfrrs	95807	None	41	-8.54	8.21	-4.6	
anet	427258	8	21	+8.06	3.58	+4.6	
tfrrs	80156	None	28	-7.34	3.77	-4.6	
tfrrs	82814	None	180	-6.90	4.96	-4.6	
tfrrs	82917	None	93	-7.55	8.02	-4.6	
tfrrs	2711	None	22	-8.80	6.49	-4.6	
tfrrs	73468	None	19	-8.25	5.08	-4.6	
tfrrs	90331	None	50	-7.31	4.92	-4.6	
anet	637476	1	74	-6.99	3.98	-4.6	
tfrrs	77778	None	19	-7.39	3.25	-4.6	
tfrrs	44003	None	71	-7.27	5.68	-4.6	
tfrrs	91494	None	88	-6.94	3.96	-4.6	
tfrrs	83882	None	114	-7.15	6.33	-4.6	
anet	598429	1	47	-7.37	5.05	-4.6	
anet	476506	1	15	+7.92	2.77	+4.6	
tfrrs	73490	None	31	-7.50	4.50	-4.6	
anet	119937	1	68	+8.08	6.57	+4.6	
tfrrs	75679	None	58	-8.48	9.63	-4.6	
anet	277604	1	18	-8.55	5.49	-4.6	
tfrrs	87832	None	83	-7.25	6.04	-4.6	
tfrrs	95442	None	29	-7.38	4.00	-4.6	
tfrrs	49043	None	78	-7.09	4.86	-4.6	
anet	569199	1	23	-7.99	5.07	-4.6	
tfrrs	33517	None	39	-7.01	3.08	-4.6	
tfrrs	32942	None	18	-9.41	6.86	-4.6	
tfrrs	63724	None	82	-7.31	6.39	-4.6	
tfrrs	33871	None	60	-8.03	8.34	-4.6	
anet	168023	1	63	+7.80	5.23	+4.6	
tfrrs	52980	None	49	-7.61	6.12	-4.6	
anet	339648	1	51	+8.50	7.03	+4.6	
tfrrs	52607	None	130	-6.94	4.94	-4.6	
tfrrs	78836	None	26	-8.05	5.54	-4.6	
anet	122155	1	14	-9.94	6.75	-4.6	
anet	229300	1	57	-7.51	6.20	-4.6	
tfrrs	67013	None	42	-9.08	9.71	-4.6	
tfrrs	67017	None	42	-9.08	9.71	-4.6	
tfrrs	12395	None	38	-7.61	5.40	-4.6	
tfrrs	72550	None	34	-7.59	5.05	-4.6	
tfrrs	40214	None	49	-7.32	5.00	-4.6	
tfrrs	69943	None	27	-8.27	6.14	-4.6	
tfrrs	82250	None	116	-7.26	7.30	-4.6	
tfrrs	77885	None	56	-7.22	4.88	-4.6	
tfrrs	11191	None	138	-6.96	5.36	-4.6	
tfrrs	68570	None	12	-8.38	4.26	-4.6	
anet	220712	7	25	-9.31	7.92	-4.6	
anet	50213	1	16	-11.74	9.57	-4.6	
tfrrs	46306	None	19	-7.21	2.83	-4.6	
tfrrs	45459	None	17	-7.65	3.72	-4.6	
tfrrs	81978	None	87	-7.16	5.73	-4.6	
tfrrs	66256	None	21	-8.00	4.90	-4.6	
tfrrs	90147	None	47	-7.40	5.24	-4.6	
anet	143671	1	31	-7.64	4.98	-4.6	
tfrrs	45374	None	94	-6.91	4.04	-4.6	
tfrrs	59898	None	40	-7.26	4.31	-4.6	
tfrrs	76681	None	75	-7.54	7.30	-4.6	
tfrrs	29472	None	22	-9.33	7.49	-4.6	
anet	375250	7	17	+10.99	7.41	+4.6	
anet	120849	2	86	+7.81	6.23	+4.6	
anet	340943	1	32	-7.64	5.09	-4.6	
anet	40938	2	21	-8.26	5.43	-4.6	
anet	210027	1	33	-7.26	3.94	-4.6	
tfrrs	60997	None	31	-8.53	7.22	-4.6	
anet	152712	1	26	-8.53	6.62	-4.6	
anet	132630	1	12	-7.52	2.90	-4.6	
anet	342683	1	51	+7.83	4.94	+4.6	
anet	96482	1	70	+7.63	4.81	+4.6	
tfrrs	92848	None	78	-7.46	7.14	-4.6	
anet	130696	1	26	-7.58	4.44	-4.6	
anet	315377	3	25	-8.06	5.51	-4.6	
tfrrs	73017	None	30	-8.49	7.03	-4.6	
anet	404014	1	12	-9.53	5.79	-4.6	
tfrrs	7563	None	38	-7.10	3.58	-4.6	
anet	339518	20	24	+8.21	4.30	+4.6	
anet	475471	1	38	+7.80	4.16	+4.6	
tfrrs	10553	None	58	-7.49	6.30	-4.5	
anet	272216	1	29	-8.95	7.89	-4.5	
tfrrs	66504	None	17	-8.93	6.00	-4.5	
tfrrs	63135	None	119	-7.21	7.20	-4.5	
anet	613198	1	78	+7.86	6.28	+4.5	
tfrrs	39895	None	26	-7.78	4.98	-4.5	
anet	442153	5	14	-9.72	6.52	-4.5	
anet	649976	1	36	+8.08	4.92	+4.5	
anet	474265	1	12	+7.56	1.85	+4.5	
anet	303488	2	13	-8.03	3.94	-4.5	
tfrrs	28451	None	42	-7.35	4.87	-4.5	
tfrrs	68447	None	28	-7.84	5.34	-4.5	
tfrrs	58832	None	59	-7.11	4.61	-4.5	
anet	349249	1	50	+8.78	7.87	+4.5	
tfrrs	95096	None	59	-7.38	5.91	-4.5	
tfrrs	53857	None	32	-7.89	5.83	-4.5	
anet	574513	1	73	-6.94	3.95	-4.5	
tfrrs	60057	None	60	-7.14	4.84	-4.5	
anet	669843	1	135	-6.89	4.94	-4.5	
tfrrs	65292	None	29	-10.14	10.17	-4.5	
tfrrs	77029	None	252	-6.84	5.79	-4.5	
anet	200054	1	22	-7.82	4.68	-4.5	
anet	551228	1	195	+7.42	6.19	+4.5	
tfrrs	54846	None	49	-7.35	5.31	-4.5	
anet	343947	2	41	+9.55	8.85	+4.5	
tfrrs	23489	None	83	-7.02	4.91	-4.5	
tfrrs	7669	None	28	-9.41	8.67	-4.5	
tfrrs	72552	None	53	-7.10	4.36	-4.5	
tfrrs	59658	None	57	-7.50	6.37	-4.5	
tfrrs	35279	None	43	-8.17	7.61	-4.5	
anet	505707	2	48	-7.89	7.19	-4.5	
tfrrs	87155	None	170	-6.89	5.58	-4.5	
anet	435742	4	20	+8.63	4.75	+4.5	
tfrrs	52716	None	71	-7.11	5.13	-4.5	
tfrrs	15854	None	112	-7.60	9.51	-4.5	
tfrrs	37240	None	152	-7.38	9.62	-4.5	
tfrrs	51895	None	41	-7.02	3.49	-4.5	
anet	141170	1	65	+7.66	4.95	+4.5	
tfrrs	43377	None	36	-7.16	3.86	-4.5	
anet	214345	1	29	-7.04	3.00	-4.5	
tfrrs	76735	None	16	-8.21	4.73	-4.5	
anet	216808	1	32	+8.53	5.80	+4.5	
anet	437999	1	23	+8.95	5.68	+4.5	
tfrrs	72412	None	35	-7.59	5.30	-4.5	
tfrrs	87773	None	197	-6.77	4.23	-4.5	
anet	148124	1	33	+8.87	6.63	+4.5	
tfrrs	7120	None	26	-6.97	2.58	-4.5	
tfrrs	79532	None	31	-7.49	4.71	-4.5	
tfrrs	31785	None	73	-7.03	4.77	-4.5	
tfrrs	59115	None	130	-7.02	6.25	-4.5	
tfrrs	9303	None	31	-8.31	6.83	-4.5	
tfrrs	12799	None	104	-7.33	7.68	-4.5	
tfrrs	79217	None	49	-7.22	4.84	-4.5	
tfrrs	49954	None	33	-8.94	8.47	-4.5	
tfrrs	90809	None	159	-6.84	4.96	-4.5	
tfrrs	12811	None	31	-7.14	3.54	-4.5	
